latitude,longitude,elev,site_id,date,temperature_max,temperature_min,precipitation
43.8,-121.95,5540,545,20170101,-0.100000001490116,-8.89999961853027,0
43.8,-121.95,5540,545,20170102,-5.59999990463257,-8.30000019073486,2.5
43.8,-121.95,5540,545,20170103,0.100000001490116,-5.59999990463257,30.5
43.8,-121.95,5540,545,20170104,0.5,-1.60000002384186,86.4000015258789
43.8,-121.95,5540,545,20170105,-1.29999995231628,-14.1000003814697,2.5
43.8,-121.95,5540,545,20170106,-0.699999988079071,-19.2999992370605,5.09999990463257
43.8,-121.95,5540,545,20170107,2.90000009536743,-3.29999995231628,20.2999992370605
43.8,-121.95,5540,545,20170108,5,1.10000002384186,38.0999984741211
43.8,-121.95,5540,545,20170109,2.09999990463257,-4.09999990463257,40.5999984741211
43.8,-121.95,5540,545,20170110,-0.300000011920929,-2,83.8000030517578
43.8,-121.95,5540,545,20170111,-1.79999995231628,-6.09999990463257,45.7000007629395
43.8,-121.95,5540,545,20170112,-2.40000009536743,-6.09999990463257,5.09999990463257
43.8,-121.95,5540,545,20170113,-3.70000004768372,-7.5,0
43.8,-121.95,5540,545,20170114,0.899999976158142,-14.1000003814697,0
43.8,-121.95,5540,545,20170115,1.60000002384186,-16.2999992370605,0
43.8,-121.95,5540,545,20170116,2.09999990463257,-7.09999990463257,0
43.8,-121.95,5540,545,20170117,6.30000019073486,-9.89999961853027,0
43.8,-121.95,5540,545,20170118,3.40000009536743,-1.5,25.3999996185303
43.8,-121.95,5540,545,20170119,-1.5,-4.80000019073486,17.7999992370605
43.8,-121.95,5540,545,20170120,-1.60000002384186,-5.69999980926514,25.3999996185303
43.8,-121.95,5540,545,20170121,-3.09999990463257,-5.90000009536743,2.5
43.8,-121.95,5540,545,20170122,-0.899999976158142,-6.19999980926514,63.5
43.8,-121.95,5540,545,20170123,-3.59999990463257,-7.90000009536743,7.59999990463257
43.8,-121.95,5540,545,20170124,-2.5,-18.8999996185303,0
43.8,-121.95,5540,545,20170125,-3,-19,0
43.8,-121.95,5540,545,20170126,-1.39999997615814,-8.80000019073486,0
43.8,-121.95,5540,545,20170127,1.79999995231628,-10.8000001907349,0
43.8,-121.95,5540,545,20170128,7.40000009536743,-10.3000001907349,0
43.8,-121.95,5540,545,20170129,9.5,-11.1999998092651,0
43.8,-121.95,5540,545,20170130,10.3999996185303,-10.6000003814697,0
43.8,-121.95,5540,545,20170131,9,-9.80000019073486,0
43.8,-121.95,5540,545,20170201,6.40000009536743,-9,0
43.8,-121.95,5540,545,20170202,4.09999990463257,-1.39999997615814,7.59999990463257
43.8,-121.95,5540,545,20170203,1.70000004768372,-0.899999976158142,20.2999992370605
43.8,-121.95,5540,545,20170204,1,-1.79999995231628,0
43.8,-121.95,5540,545,20170205,5.09999990463257,-3.79999995231628,7.59999990463257
43.8,-121.95,5540,545,20170206,0.800000011920929,-1.20000004768372,30.5
43.8,-121.95,5540,545,20170207,3.70000004768372,0.200000002980232,22.8999996185303
43.8,-121.95,5540,545,20170208,5.69999980926514,1.89999997615814,0
43.8,-121.95,5540,545,20170209,6.30000019073486,0.5,25.3999996185303
43.8,-121.95,5540,545,20170210,1,-6.69999980926514,45.7000007629395
43.8,-121.95,5540,545,20170211,0.800000011920929,-9.5,0
43.8,-121.95,5540,545,20170212,2,-8.30000019073486,0
43.8,-121.95,5540,545,20170213,7.19999980926514,-8,0
43.8,-121.95,5540,545,20170214,9.5,-11.1999998092651,0
43.8,-121.95,5540,545,20170215,7.69999980926514,-9.69999980926514,0
43.8,-121.95,5540,545,20170216,5.69999980926514,-6,12.6999998092651
43.8,-121.95,5540,545,20170217,1.10000002384186,-8.30000019073486,7.59999990463257
43.8,-121.95,5540,545,20170218,1.5,-2.09999990463257,2.5
43.8,-121.95,5540,545,20170219,1,-5,7.59999990463257
43.8,-121.95,5540,545,20170220,1.10000002384186,-0.899999976158142,68.5999984741211
43.8,-121.95,5540,545,20170221,0.100000001490116,-4,50.7999992370605
43.8,-121.95,5540,545,20170222,-3.40000009536743,-8.89999961853027,5.09999990463257
43.8,-121.95,5540,545,20170223,-2.79999995231628,-14.8000001907349,5.09999990463257
43.8,-121.95,5540,545,20170224,-3.70000004768372,-23.7000007629395,0
43.8,-121.95,5540,545,20170225,-1.10000002384186,-10.1000003814697,2.5
43.8,-121.95,5540,545,20170226,-1.89999997615814,-10.3000001907349,10.1999998092651
43.8,-121.95,5540,545,20170227,-2.5,-8.5,2.5
43.8,-121.95,5540,545,20170228,0.899999976158142,-14.3999996185303,0
43.8,-121.95,5540,545,20170301,6.09999990463257,-18,0
43.8,-121.95,5540,545,20170302,11.3999996185303,-15.8000001907349,2.5
43.8,-121.95,5540,545,20170303,8,-16.7000007629395,0
43.8,-121.95,5540,545,20170304,3.40000009536743,-3.70000004768372,5.09999990463257
43.8,-121.95,5540,545,20170305,-1.89999997615814,-10.3000001907349,35.5999984741211
43.8,-121.95,5540,545,20170306,-4.19999980926514,-9.80000019073486,5.09999990463257
43.8,-121.95,5540,545,20170307,1.5,-6.5,0
43.8,-121.95,5540,545,20170308,9,-4.5,0
43.8,-121.95,5540,545,20170309,12.1000003814697,-8.5,0
43.8,-121.95,5540,545,20170310,10.1000003814697,-3.29999995231628,0
43.8,-121.95,5540,545,20170311,11.5,-7,0
43.8,-121.95,5540,545,20170312,15.1999998092651,-6.80000019073486,0
43.8,-121.95,5540,545,20170313,14.3999996185303,-5.90000009536743,0
43.8,-121.95,5540,545,20170314,13.6999998092651,-0.800000011920929,0
43.8,-121.95,5540,545,20170315,10.3999996185303,3.90000009536743,0
43.8,-121.95,5540,545,20170316,10,0.800000011920929,0
43.8,-121.95,5540,545,20170317,13.6000003814697,1.10000002384186,0
43.8,-121.95,5540,545,20170318,8.30000019073486,3.09999990463257,0
43.8,-121.95,5540,545,20170319,11.6000003814697,1.5,0
43.8,-121.95,5540,545,20170320,9.10000038146973,0.300000011920929,0
43.8,-121.95,5540,545,20170321,3.70000004768372,-1.70000004768372,22.8999996185303
43.8,-121.95,5540,545,20170322,2.79999995231628,-6.09999990463257,7.59999990463257
43.8,-121.95,5540,545,20170323,4.90000009536743,-12.3999996185303,5.09999990463257
43.8,-121.95,5540,545,20170324,1.70000004768372,-1.89999997615814,12.6999998092651
43.8,-121.95,5540,545,20170325,4.19999980926514,-2.79999995231628,2.5
43.8,-121.95,5540,545,20170326,1.89999997615814,-2.79999995231628,7.59999990463257
43.8,-121.95,5540,545,20170327,2.09999990463257,-3.79999995231628,0
43.8,-121.95,5540,545,20170328,7.5,-6.5,0
43.8,-121.95,5540,545,20170329,13.1999998092651,-6.40000009536743,0
43.8,-121.95,5540,545,20170330,3.5,-5.19999980926514,7.59999990463257
43.8,-121.95,5540,545,20170331,3.59999990463257,-5.90000009536743,2.5
43.8,-121.95,5540,545,20170401,11.6000003814697,-1.20000004768372,0
43.8,-121.95,5540,545,20170402,10.3000001907349,-4.40000009536743,0
43.8,-121.95,5540,545,20170403,8.89999961853027,-4.19999980926514,0
43.8,-121.95,5540,545,20170404,10.3000001907349,-5,0
43.8,-121.95,5540,545,20170405,11.6000003814697,-1.10000002384186,0
43.8,-121.95,5540,545,20170406,6.30000019073486,0.400000005960464,7.59999990463257
43.8,-121.95,5540,545,20170407,0.800000011920929,-1.60000002384186,30.5
43.8,-121.95,5540,545,20170408,-0.600000023841858,-12.3000001907349,15.1999998092651
43.8,-121.95,5540,545,20170409,3.59999990463257,-15.3999996185303,5.09999990463257
43.8,-121.95,5540,545,20170410,6.40000009536743,-3.20000004768372,2.5
43.8,-121.95,5540,545,20170411,5,-3.70000004768372,0
43.8,-121.95,5540,545,20170412,7.80000019073486,-0.400000005960464,2.5
43.8,-121.95,5540,545,20170413,0.699999988079071,-5.59999990463257,35.5999984741211
43.8,-121.95,5540,545,20170414,1.70000004768372,-11.5,0
43.8,-121.95,5540,545,20170415,10.1999998092651,-12.6999998092651,0
43.8,-121.95,5540,545,20170416,9.10000038146973,-7,10.1999998092651
43.8,-121.95,5540,545,20170417,7.59999990463257,1.39999997615814,5.09999990463257
43.8,-121.95,5540,545,20170418,7,-2,7.59999990463257
43.8,-121.95,5540,545,20170419,7.09999990463257,-9,0
43.8,-121.95,5540,545,20170420,5.90000009536743,-1.79999995231628,0
43.8,-121.95,5540,545,20170421,14.3000001907349,-3.40000009536743,0
43.8,-121.95,5540,545,20170422,11.8000001907349,-2.90000009536743,0
43.8,-121.95,5540,545,20170423,7.5,0.5,0
43.8,-121.95,5540,545,20170424,1.5,-1.5,5.09999990463257
43.8,-121.95,5540,545,20170425,7.19999980926514,-3.40000009536743,0
43.8,-121.95,5540,545,20170426,5.59999990463257,1.70000004768372,0
43.8,-121.95,5540,545,20170427,7.5,-0.5,0
43.8,-121.95,5540,545,20170428,4,-5.19999980926514,0
43.8,-121.95,5540,545,20170429,11.3999996185303,-3.20000004768372,0
43.8,-121.95,5540,545,20170430,13.3999996185303,-4.19999980926514,2.5
43.8,-121.95,5540,545,20170501,15.5,0,0
43.8,-121.95,5540,545,20170502,16.2000007629395,-0.699999988079071,0
43.8,-121.95,5540,545,20170503,19.2999992370605,2.79999995231628,0
43.8,-121.95,5540,545,20170504,18.8999996185303,1.60000002384186,0
43.8,-121.95,5540,545,20170505,11.8999996185303,3.79999995231628,0
43.8,-121.95,5540,545,20170506,6.5,0.5,17.7999992370605
43.8,-121.95,5540,545,20170507,9.30000019073486,0.200000002980232,22.8999996185303
43.8,-121.95,5540,545,20170508,14.1000003814697,0.5,0
43.8,-121.95,5540,545,20170509,15.1999998092651,0.600000023841858,0
43.8,-121.95,5540,545,20170510,15,-1,2.5
43.8,-121.95,5540,545,20170511,11.8999996185303,2.40000009536743,0
43.8,-121.95,5540,545,20170512,4.69999980926514,-2.40000009536743,0
43.8,-121.95,5540,545,20170513,5.5,-3.09999990463257,0
43.8,-121.95,5540,545,20170514,6,-2.09999990463257,0
43.8,-121.95,5540,545,20170515,8.80000019073486,-1.89999997615814,0
43.8,-121.95,5540,545,20170516,3.09999990463257,0.600000023841858,0
43.8,-121.95,5540,545,20170517,7.5,-1.10000002384186,0
43.8,-121.95,5540,545,20170518,9.89999961853027,-2.20000004768372,0
43.8,-121.95,5540,545,20170519,15.3000001907349,-0.200000002980232,0
43.8,-121.95,5540,545,20170520,16.1000003814697,-0.800000011920929,0
43.8,-121.95,5540,545,20170521,18.1000003814697,1,0
43.8,-121.95,5540,545,20170522,18.8999996185303,3.59999990463257,0
43.8,-121.95,5540,545,20170523,19.6000003814697,3.5,0
43.8,-121.95,5540,545,20170524,15.1000003814697,1.79999995231628,0
43.8,-121.95,5540,545,20170525,13.1999998092651,1,0
43.8,-121.95,5540,545,20170526,14,-1.70000004768372,0
43.8,-121.95,5540,545,20170527,16.2999992370605,4.40000009536743,0
43.8,-121.95,5540,545,20170528,18.2999992370605,1.10000002384186,0
43.8,-121.95,5540,545,20170529,18.7000007629395,1.5,0
43.8,-121.95,5540,545,20170530,17.8999996185303,1.5,0
43.8,-121.95,5540,545,20170531,9.80000019073486,4.09999990463257,2.5
43.8,-121.95,5540,545,20170601,14.6999998092651,0.899999976158142,0
43.8,-121.95,5540,545,20170602,18.3999996185303,1.29999995231628,0
43.8,-121.95,5540,545,20170603,17.2999992370605,2.20000004768372,0
43.8,-121.95,5540,545,20170604,16.1000003814697,2.40000009536743,0
43.8,-121.95,5540,545,20170605,17.7000007629395,0.5,0
43.8,-121.95,5540,545,20170606,18.6000003814697,0.800000011920929,0
43.8,-121.95,5540,545,20170607,16.7999992370605,2.09999990463257,0
43.8,-121.95,5540,545,20170608,9,5,5.09999990463257
43.8,-121.95,5540,545,20170609,7.69999980926514,3.79999995231628,2.5
43.8,-121.95,5540,545,20170610,8.30000019073486,1.79999995231628,0
43.8,-121.95,5540,545,20170611,4.90000009536743,-1.70000004768372,2.5
43.8,-121.95,5540,545,20170612,1.10000002384186,-1.60000002384186,10.1999998092651
43.8,-121.95,5540,545,20170613,13.3999996185303,-1.89999997615814,0
43.8,-121.95,5540,545,20170614,16.8999996185303,2.90000009536743,0
43.8,-121.95,5540,545,20170615,18.5,4.59999990463257,0
43.8,-121.95,5540,545,20170616,22.3999996185303,5.30000019073486,0
43.8,-121.95,5540,545,20170617,23.3999996185303,6.90000009536743,0
43.8,-121.95,5540,545,20170618,23.6000003814697,11.1000003814697,0
43.8,-121.95,5540,545,20170619,26,10.8000001907349,0
43.8,-121.95,5540,545,20170620,25.1000003814697,9.80000019073486,0
43.8,-121.95,5540,545,20170621,25.1000003814697,10.1000003814697,0
43.8,-121.95,5540,545,20170622,25,11.8999996185303,0
43.8,-121.95,5540,545,20170623,25,11.3000001907349,0
43.8,-121.95,5540,545,20170624,26.2000007629395,12.8999996185303,0
43.8,-121.95,5540,545,20170625,24,11.6000003814697,0
43.8,-121.95,5540,545,20170626,20.2000007629395,10.6000003814697,0
43.8,-121.95,5540,545,20170627,19.6000003814697,6.40000009536743,0
43.8,-121.95,5540,545,20170628,19.5,6.30000019073486,0
43.8,-121.95,5540,545,20170629,21.5,6.19999980926514,0
43.8,-121.95,5540,545,20170630,23,10.8000001907349,0
43.8,-121.95,5540,545,20170701,21.1000003814697,8.10000038146973,0
43.8,-121.95,5540,545,20170702,22.7999992370605,8.80000019073486,0
43.8,-121.95,5540,545,20170703,22.2999992370605,10,0
43.8,-121.95,5540,545,20170704,21.5,10.8999996185303,0
43.8,-121.95,5540,545,20170705,21.7999992370605,10.5,0
43.8,-121.95,5540,545,20170706,22.8999996185303,11.1000003814697,0
43.8,-121.95,5540,545,20170707,24.7000007629395,11.5,0
43.8,-121.95,5540,545,20170708,25.2999992370605,13.8999996185303,0
43.8,-121.95,5540,545,20170709,24.1000003814697,11.6999998092651,0
43.8,-121.95,5540,545,20170710,23.5,11.5,0
43.8,-121.95,5540,545,20170711,21.8999996185303,10.8999996185303,0
43.8,-121.95,5540,545,20170712,21.7999992370605,8.60000038146973,0
43.8,-121.95,5540,545,20170713,22.5,10.8000001907349,0
43.8,-121.95,5540,545,20170714,23.2000007629395,10.3999996185303,0
43.8,-121.95,5540,545,20170715,24.1000003814697,11.1000003814697,0
43.8,-121.95,5540,545,20170716,24,12.3000001907349,0
43.8,-121.95,5540,545,20170717,21.7000007629395,10.3999996185303,0
43.8,-121.95,5540,545,20170718,21.2000007629395,9.19999980926514,0
43.8,-121.95,5540,545,20170719,20.6000003814697,7.69999980926514,0
43.8,-121.95,5540,545,20170720,20.3999996185303,6.09999990463257,0
43.8,-121.95,5540,545,20170721,23,6.90000009536743,0
43.8,-121.95,5540,545,20170722,25.5,12.8000001907349,0
43.8,-121.95,5540,545,20170723,24.6000003814697,12,0
43.8,-121.95,5540,545,20170724,22.7000007629395,12.8000001907349,0
43.8,-121.95,5540,545,20170725,21.2000007629395,10.8000001907349,0
43.8,-121.95,5540,545,20170726,19.7999992370605,10.1000003814697,0
43.8,-121.95,5540,545,20170727,22.5,9,0
43.8,-121.95,5540,545,20170728,23.2000007629395,10.5,0
43.8,-121.95,5540,545,20170729,23.2999992370605,11.1999998092651,0
43.8,-121.95,5540,545,20170730,25.2000007629395,13.1000003814697,0
43.8,-121.95,5540,545,20170731,26.2000007629395,13.3000001907349,0
43.8,-121.95,5540,545,20170801,27.5,13.3999996185303,0
43.8,-121.95,5540,545,20170802,27.7999992370605,13.6000003814697,0
43.8,-121.95,5540,545,20170803,25.6000003814697,12.6999998092651,0
43.8,-121.95,5540,545,20170804,23,12.8000001907349,0
43.8,-121.95,5540,545,20170805,18.7000007629395,10.1000003814697,2.5
43.8,-121.95,5540,545,20170806,19,9.19999980926514,2.5
43.8,-121.95,5540,545,20170807,19.6000003814697,8.60000038146973,0
43.8,-121.95,5540,545,20170808,20.7999992370605,10.5,0
43.8,-121.95,5540,545,20170809,21.6000003814697,10.8000001907349,0
43.8,-121.95,5540,545,20170810,20.5,10.1999998092651,0
43.8,-121.95,5540,545,20170811,20.7999992370605,9.39999961853027,0
43.8,-121.95,5540,545,20170812,20.2000007629395,7.90000009536743,0
43.8,-121.95,5540,545,20170813,19.5,7.90000009536743,0
43.8,-121.95,5540,545,20170814,17.5,9.19999980926514,0
43.8,-121.95,5540,545,20170815,20,8.30000019073486,0
43.8,-121.95,5540,545,20170816,22.2999992370605,11.1000003814697,0
43.8,-121.95,5540,545,20170817,23.2999992370605,11.1999998092651,0
43.8,-121.95,5540,545,20170818,23.8999996185303,11.8999996185303,0
43.8,-121.95,5540,545,20170819,22.8999996185303,10.1000003814697,5.09999990463257
43.8,-121.95,5540,545,20170820,23,11.3999996185303,0
43.8,-121.95,5540,545,20170821,22.8999996185303,11.1000003814697,0
43.8,-121.95,5540,545,20170822,19,8.19999980926514,5.09999990463257
43.8,-121.95,5540,545,20170823,20.7000007629395,8.30000019073486,0
43.8,-121.95,5540,545,20170824,21.1000003814697,9.10000038146973,0
43.8,-121.95,5540,545,20170825,21.2000007629395,9.80000019073486,0
43.8,-121.95,5540,545,20170826,23.5,10.5,0
43.8,-121.95,5540,545,20170827,23.6000003814697,10.8999996185303,0
43.8,-121.95,5540,545,20170828,24,11,0
43.8,-121.95,5540,545,20170829,23.2999992370605,11.8999996185303,0
43.8,-121.95,5540,545,20170830,22.1000003814697,11,2.5
43.8,-121.95,5540,545,20170831,22.2999992370605,9.39999961853027,0
43.8,-121.95,5540,545,20170901,23.6000003814697,12.3000001907349,0
43.8,-121.95,5540,545,20170902,25.6000003814697,12.1999998092651,0
43.8,-121.95,5540,545,20170903,25.3999996185303,11.8999996185303,0
43.8,-121.95,5540,545,20170904,24.6000003814697,15.1000003814697,0
43.8,-121.95,5540,545,20170905,24.1000003814697,11.6999998092651,2.5
43.8,-121.95,5540,545,20170906,20,10.1000003814697,2.5
43.8,-121.95,5540,545,20170907,17.6000003814697,9,2.5
43.8,-121.95,5540,545,20170908,17.7000007629395,6.30000019073486,2.5
43.8,-121.95,5540,545,20170909,18.3999996185303,6.59999990463257,0
43.8,-121.95,5540,545,20170910,20.1000003814697,8.89999961853027,0
43.8,-121.95,5540,545,20170911,21.2999992370605,9.69999980926514,2.5
43.8,-121.95,5540,545,20170912,18.7000007629395,9.39999961853027,2.5
43.8,-121.95,5540,545,20170913,18,5.80000019073486,22.8999996185303
43.8,-121.95,5540,545,20170914,14,5.80000019073486,0
43.8,-121.95,5540,545,20170915,13.8999996185303,4.30000019073486,0
43.8,-121.95,5540,545,20170916,13.3999996185303,3.40000009536743,0
43.8,-121.95,5540,545,20170917,14.5,4.69999980926514,0
43.8,-121.95,5540,545,20170918,12.3999996185303,6.30000019073486,0
43.8,-121.95,5540,545,20170919,11,4.30000019073486,0
43.8,-121.95,5540,545,20170920,8.69999980926514,1.60000002384186,5.09999990463257
43.8,-121.95,5540,545,20170921,2.5,-1.29999995231628,17.7999992370605
43.8,-121.95,5540,545,20170922,4.5,-2.59999990463257,5.09999990463257
43.8,-121.95,5540,545,20170923,6.80000019073486,-2.29999995231628,2.5
43.8,-121.95,5540,545,20170924,9.60000038146973,-0.200000002980232,2.5
43.8,-121.95,5540,545,20170925,11.6000003814697,2,0
43.8,-121.95,5540,545,20170926,12.1000003814697,3,0
43.8,-121.95,5540,545,20170927,15.6000003814697,3,0
43.8,-121.95,5540,545,20170928,16.1000003814697,3,0
43.8,-121.95,5540,545,20170929,12.8000001907349,4.59999990463257,0
43.8,-121.95,5540,545,20170930,14.1000003814697,4.40000009536743,0
43.8,-121.95,5540,545,20171001,12.3000001907349,0.300000011920929,2.5
43.8,-121.95,5540,545,20171002,9.5,-1.79999995231628,0
43.8,-121.95,5540,545,20171003,5.90000009536743,-1.39999997615814,0
43.8,-121.95,5540,545,20171004,10.5,-1,2.5
43.8,-121.95,5540,545,20171005,12.8999996185303,0.300000011920929,0
43.8,-121.95,5540,545,20171006,16.8999996185303,2.5,0
43.8,-121.95,5540,545,20171007,17.2999992370605,4.40000009536743,0
43.8,-121.95,5540,545,20171008,9.89999961853027,-0.100000001490116,0
43.8,-121.95,5540,545,20171009,9.80000019073486,-1.20000004768372,0
43.8,-121.95,5540,545,20171010,12.1999998092651,1.39999997615814,0
43.8,-121.95,5540,545,20171011,9.89999961853027,-1,0
43.8,-121.95,5540,545,20171012,10.8000001907349,-3.09999990463257,0
43.8,-121.95,5540,545,20171013,11.1000003814697,-0.400000005960464,0
43.8,-121.95,5540,545,20171014,10.1999998092651,-2,0
43.8,-121.95,5540,545,20171015,16.7000007629395,1.20000004768372,0
43.8,-121.95,5540,545,20171016,18,1.79999995231628,0
43.8,-121.95,5540,545,20171017,14.5,2.90000009536743,0
43.8,-121.95,5540,545,20171018,15.6000003814697,1.5,0
43.8,-121.95,5540,545,20171019,10.8999996185303,4.09999990463257,0
43.8,-121.95,5540,545,20171020,4.09999990463257,-4.09999990463257,15.1999998092651
43.8,-121.95,5540,545,20171021,8.5,-3.90000009536743,0
43.8,-121.95,5540,545,20171022,14.5,2.79999995231628,0
43.8,-121.95,5540,545,20171023,14.8000001907349,6.69999980926514,0
43.8,-121.95,5540,545,20171024,18,4.09999990463257,0
43.8,-121.95,5540,545,20171025,18.2000007629395,3.29999995231628,0
43.8,-121.95,5540,545,20171026,16.3999996185303,4.19999980926514,0
43.8,-121.95,5540,545,20171027,17.6000003814697,5.19999980926514,0
43.8,-121.95,5540,545,20171028,17.8999996185303,4.59999990463257,0
43.8,-121.95,5540,545,20171029,17.5,3.70000004768372,0
43.8,-121.95,5540,545,20171030,12.8000001907349,3.29999995231628,0
43.8,-121.95,5540,545,20171031,9.80000019073486,0.899999976158142,2.5
43.8,-121.95,5540,545,20171101,13,1.39999997615814,0
43.8,-121.95,5540,545,20171102,8.89999961853027,1.89999997615814,0
43.8,-121.95,5540,545,20171103,2.70000004768372,0.5,2.5
43.8,-121.95,5540,545,20171104,1.79999995231628,0.200000002980232,5.09999990463257
43.8,-121.95,5540,545,20171105,2.70000004768372,-1,0
43.8,-121.95,5540,545,20171106,4.59999990463257,-3.09999990463257,0
43.8,-121.95,5540,545,20171107,9.30000019073486,-3.79999995231628,2.5
43.8,-121.95,5540,545,20171108,7,3,0
43.8,-121.95,5540,545,20171109,4.40000009536743,0.899999976158142,5.09999990463257
43.8,-121.95,5540,545,20171110,3.59999990463257,0.600000023841858,0
43.8,-121.95,5540,545,20171111,7.40000009536743,-2.09999990463257,0
43.8,-121.95,5540,545,20171112,9.69999980926514,0.800000011920929,0
43.8,-121.95,5540,545,20171113,7.19999980926514,0.200000002980232,7.59999990463257
43.8,-121.95,5540,545,20171114,5.59999990463257,0.300000011920929,2.5
43.8,-121.95,5540,545,20171115,4.90000009536743,0.5,10.1999998092651
